settlement_id,name,admin1,admin2,population,num_buildings,distance_to_grid_km,has_health,has_education,has_nightlight,demand_tier,final_connections,final_demand_mwh,grid_lcoe,minigrid_lcoe,shs_lcoe,grid_cost_per_conn,minigrid_cost_per_conn,shs_cost_per_conn,least_cost_technology,least_cost_lcoe,priority_score
514,Djèrègbé,Ouémé,Seme-Kpodji,36130,11722,0.0,1,1,1,Tier5,10480.0,48600.46,108.42,,,200.0,,,Grid,108.42,0.9783
10105,Location #2643,Kouffo,Lalo,430,167,15.49,0,0,0,Tier2,124.7,19.28,3350.17,2130.87,1414.56,1069.54,600.89,400.0,SHS,1414.56,0.144
16530,Malanville,Alibori,Malanville,28,11,22.27,0,0,0,Tier1,8.1,0.38,195998.08,,2118.66,19393.06,,150.0,SHS,2118.66,0.1177
12043,Location #10281,Borgou,Bembereke,77,30,14.96,0,0,0,Tier2,22.3,3.45,14980.28,2130.87,1411.08,4889.74,600.89,400.0,SHS,1411.08,0.1306
1208,Doutou,Mono,Houeyogbe,335,130,6.28,0,0,0,Tier2,97.2,15.02,1768.5,1881.62,1141.44,652.45,627.67,400.0,SHS,1141.44,0.154
12147,Location #7130,Atakora,Tanguieta,124,48,23.0,0,0,0,Tier2,36.0,5.56,14327.57,2130.87,1463.8,4675.34,600.89,400.0,SHS,1463.8,0.1205
1142,Daagbé,Plateau,Ifangni,49,19,11.28,0,0,0,Tier2,14.2,2.2,17620.0,,1386.92,5756.83,,400.0,SHS,1386.92,0.135
7735,Tchaourou,Borgou,Tchaourou,39,15,0.27,0,0,0,Tier3,11.3,8.74,252.47,,694.07,369.08,,1500.0,Grid,252.47,0.3007
10566,Kouandé,Atakora,Kouande,54,21,24.87,0,0,0,Tier1,15.7,0.73,114379.42,5309.13,2175.26,11313.41,460.54,150.0,SHS,2175.26,0.1149
869,Location #1719,Atlantique,Abomey-Calavi,701,272,0.0,0,0,0,Tier3,203.3,157.16,179.93,889.21,693.82,200.0,1705.69,1500.0,Grid,179.93,0.3421
6405,Savalou,Collines,Savalou,451,175,52.64,0,0,0,Tier2,130.8,20.22,,2293.9,1828.74,,587.51,400.0,SHS,1828.74,0.0891
5960,Dassa-Zoumé,Collines,Dassa-Zoume,4162,1532,0.0,0,0,1,Tier4,1207.2,1866.18,137.02,792.6,,200.0,3011.37,,Grid,137.02,0.4891
11822,Location #16688,Atakora,Boukombe,31,12,33.04,0,0,0,Tier1,9.0,0.42,288846.24,,2595.01,25921.84,,150.0,SHS,2595.01,0.1017
2163,Lobogo,Mono,Bopa,139,54,0.56,0,0,0,Tier3,40.3,31.16,221.63,889.21,694.34,297.21,1705.69,1500.0,Grid,221.63,0.3104
258,Location #9516,Atlantique,Kpomasse,85,33,16.21,0,0,0,Tier1,24.7,1.15,48615.55,5309.13,1986.77,4803.27,460.54,150.0,SHS,1986.77,0.1291
4749,Kétou,Plateau,Ketou,88,34,10.31,1,1,0,Tier2,25.5,3.95,9307.23,2130.87,1380.51,3026.28,600.89,400.0,SHS,1380.51,0.3881
12215,Tabota,Atakora,Boukombe,144,56,30.36,0,0,0,Tier2,41.8,6.46,17847.6,2293.9,1667.48,5288.4,587.51,400.0,SHS,1667.48,0.1102
6445,Savalou,Collines,Savalou,1064,413,28.31,0,0,0,Tier3,308.6,238.54,606.83,1034.06,1021.81,842.07,1404.46,1500.0,Grid,606.83,0.2287
5011,Kétou,Zou,Zagnanado,90,35,3.41,0,0,0,Tier3,26.1,20.18,665.61,957.04,833.79,1113.45,1538.34,1500.0,Grid,665.61,0.2154
180,Grand-Popo,Mono,Grand-Popo,832,323,25.66,0,1,0,Tier3,241.3,186.53,669.02,1034.06,1018.33,944.2,1404.46,1500.0,Grid,669.02,0.311
17053,Batin,Borgou,Bembereke,273,106,26.14,0,0,0,Tier2,79.2,12.24,7738.44,2130.87,1484.46,2510.97,600.89,400.0,SHS,1484.46,0.1217
4259,Aplahoué,Kouffo,Aplahoue,407,158,5.37,0,0,0,Tier2,118.1,18.25,1423.81,1881.62,1136.38,518.14,627.67,400.0,SHS,1136.38,0.1582
9532,DEH PEUHL,Borgou,Nikki,95,37,47.44,0,0,0,Tier1,27.6,1.28,136575.88,5798.61,2940.96,12252.23,456.51,150.0,SHS,2940.96,0.0826
11282,Kalalé,Borgou,Kalale,296,115,74.13,0,0,0,Tier2,85.9,13.27,,2293.9,1984.26,,587.51,400.0,SHS,1984.26,0.0507
14947,Dododawa,Alibori,Kandi,64,25,4.19,0,0,0,Tier3,18.6,14.35,1008.09,957.04,834.66,1780.72,1538.34,1500.0,SHS,834.66,0.1793
12895,Cobli,Atakora,Kobli,49,19,28.62,0,0,0,Tier1,14.2,0.66,144502.84,,2256.99,14295.41,,150.0,SHS,2256.99,0.109
2538,Location #8323,Plateau,Sakete,103,40,7.53,0,0,0,Tier2,29.9,4.62,5137.2,1881.62,1148.38,1965.13,627.67,400.0,SHS,1148.38,0.1428
16215,Kpassaba,Alibori,Segbana,46,18,70.19,0,0,0,Tier1,13.3,0.62,,,3487.32,,,150.0,SHS,3487.32,0.0466
3157,Allada,Atlantique,Allada,41,16,7.5,0,0,0,Tier2,11.9,1.84,11937.97,,1148.2,4615.17,,400.0,SHS,1148.2,0.1404
4062,Aplahoué,Kouffo,Aplahoue,6957,1951,5.81,0,0,1,Tier5,2018.0,9358.24,112.95,764.42,,220.16,7230.05,,Grid,112.95,0.597
7575,M'boroko,Donga,Bassila,49,19,25.63,0,0,0,Tier1,14.2,0.66,129643.98,,2191.94,12824.49,,150.0,SHS,2191.94,0.1135
1105,Dodji-Bata,Atlantique,Ze,116,45,1.39,0,0,0,Tier3,33.6,26.01,304.33,889.21,695.11,489.96,1705.69,1500.0,Grid,304.33,0.2917
2802,Location #12080,Atlantique,Ze,62,24,14.08,0,0,0,Tier2,18.0,2.78,17382.23,2130.87,1405.25,5678.73,600.89,400.0,SHS,1405.25,0.1314
6128,Domè,Zou,Zogbodomey,2400,931,9.16,0,0,0,Tier3,696.2,538.06,244.04,957.04,840.15,292.11,1538.34,1500.0,Grid,244.04,0.3835
3646,Azonhoubohoué,Kouffo,Klouekanme,85,33,8.44,0,0,0,Tier2,24.7,3.81,6757.78,1881.62,1153.4,2596.61,627.67,400.0,SHS,1153.4,0.1407
14343,Location #15557,Alibori,Kandi,41,16,11.67,0,0,0,Tier2,11.9,1.84,21610.08,,1389.44,7067.47,,400.0,SHS,1389.44,0.1341
5309,Banamè,Zou,Cove,539,209,21.26,0,0,0,Tier3,156.3,120.84,795.47,1034.06,1012.55,1151.88,1404.46,1500.0,Grid,795.47,0.1806
11065,Boukombé,Atakora,Boukombe,168,65,28.49,0,1,0,Tier2,48.7,7.53,13162.89,2130.87,1499.88,4292.77,600.89,400.0,SHS,1499.88,0.214
5534,Location #8488,Zou,Djidja,101,39,19.33,0,0,0,Tier2,29.3,4.53,14765.24,2130.87,1439.75,4819.11,600.89,400.0,SHS,1439.75,0.125
12833,Sombouan,Borgou,Bembereke,64,25,10.35,0,0,0,Tier2,18.6,2.87,12588.89,2130.87,1380.82,4104.23,600.89,400.0,SHS,1380.82,0.137
9472,Ouaké,Donga,Copargo,2650,1028,14.24,0,0,0,Tier3,768.7,594.11,294.84,1034.06,1003.34,329.67,1404.46,1500.0,Grid,294.84,0.3757
10025,Toviklin,Kouffo,Toviklin,190,52,9.28,0,0,0,Tier2,55.1,8.52,3633.81,1881.62,1158.07,1379.31,627.67,400.0,SHS,1158.07,0.1437
13528,Tanguieta,Atakora,Tanguieta,31,12,0.47,0,0,0,Tier3,9.0,6.95,338.27,,694.26,569.07,,1500.0,Grid,338.27,0.2829
13607,Location #16838,Alibori,Segbana,28,11,76.69,0,0,0,Tier1,8.1,0.38,,,3643.29,,,150.0,SHS,3643.29,0.0361
12135,Kouandé,Atakora,Kouande,193,75,48.37,0,0,0,Tier2,56.0,8.65,21069.44,2293.9,1797.83,6248.12,587.51,400.0,SHS,1797.83,0.0852
8069,Aledjo-Koura,Donga,Bassila,162,63,18.03,0,0,0,Tier2,47.0,7.26,8878.32,2130.87,1431.19,2885.4,600.89,400.0,SHS,1431.19,0.1294
3057,Adjan,Atlantique,Ze,840,326,5.92,0,0,0,Tier3,243.7,188.32,284.04,957.04,836.57,370.03,1538.34,1500.0,Grid,284.04,0.3179
11640,Keroukpogo,Borgou,Bembereke,163,45,1.03,0,0,1,Tier3,47.3,36.54,245.3,889.21,694.77,352.37,1705.69,1500.0,Grid,245.3,0.3059
4410,Location #11015,Zou,Abomey,70,27,4.21,0,0,0,Tier3,20.3,15.69,941.47,957.04,834.67,1650.94,1538.34,1500.0,SHS,834.67,0.1796
5111,Aplahoué,Kouffo,Aplahoue,82,32,17.1,0,0,0,Tier1,23.8,1.11,52940.82,5309.13,2005.99,5231.44,460.54,150.0,SHS,2005.99,0.1276
14659,Kandi,Alibori,Kandi,39,15,5.12,0,0,0,Tier2,11.3,1.75,8731.27,,1135.0,3365.62,,400.0,SHS,1135.0,0.1439
17178,Anandana,Donga,Copargo,52,20,12.06,0,0,0,Tier2,15.1,2.33,17739.01,2130.87,1392.01,5795.92,600.89,400.0,SHS,1392.01,0.134
1826,Azowlissè,Ouémé,Adjohoun,19109,5613,1.82,1,1,1,Tier5,5542.8,25704.57,108.58,,,202.29,,,Grid,108.58,0.9756
7447,Tchaourou,Borgou,Tchaourou,70,27,27.15,0,0,0,Tier1,20.3,0.95,96672.42,5309.13,2225.01,9560.55,460.54,150.0,SHS,2225.01,0.1121
12832,Location #6777,Atakora,Tanguieta,134,52,20.98,0,0,0,Tier2,38.9,6.01,12208.17,2130.87,1450.6,3979.17,600.89,400.0,SHS,1450.6,0.1239
14323,Location #10601,Alibori,Gogounou,75,29,0.16,0,0,0,Tier3,21.8,16.81,201.47,889.21,693.97,250.22,1705.69,1500.0,Grid,201.47,0.3125
7551,Location #16075,Donga,Bassila,39,15,31.41,0,0,0,Tier1,11.3,0.53,218808.69,,2555.76,19634.43,,150.0,SHS,2555.76,0.1044
1654,Allada,Atlantique,Allada,75,29,0.2,0,0,0,Tier3,21.8,16.81,207.44,889.21,694.01,264.13,1705.69,1500.0,Grid,207.44,0.3112
1724,Allada,Atlantique,Allada,70,27,1.31,0,0,0,Tier3,20.3,15.69,374.05,889.21,695.04,652.47,1705.69,1500.0,Grid,374.05,0.276
6381,Savalou,Collines,Savalou,198,77,34.95,0,0,0,Tier2,57.4,8.88,15066.88,2293.9,1700.71,4460.08,587.51,400.0,SHS,1700.71,0.1055
13705,Tantéga,Atakora,Materi,57,22,12.81,0,0,0,Tier2,16.5,2.56,17215.97,2130.87,1396.95,5624.11,600.89,400.0,SHS,1396.95,0.1331
16479,Yingnimpogou,Alibori,Banikoara,149,58,25.86,0,0,0,Tier2,43.2,6.68,13453.99,2130.87,1482.61,4388.39,600.89,400.0,SHS,1482.61,0.1172
9965,Itchèdè,Plateau,Adja-Ouere,121,47,4.92,0,0,0,Tier3,35.1,27.13,700.71,957.04,835.46,1181.84,1538.34,1500.0,Grid,700.71,0.2073
10008,Location #2462,Kouffo,Toviklin,467,181,6.95,0,0,0,Tier2,135.5,20.94,1529.63,1881.62,1145.17,559.37,627.67,400.0,SHS,1145.17,0.1582
3182,Lokossa,Mono,Lokossa,485,188,8.71,0,0,0,Tier2,140.7,21.75,1720.01,1881.62,1154.9,633.56,627.67,400.0,SHS,1154.9,0.1563
9915,Tchankada,Kouffo,Toviklin,722,280,9.03,0,0,0,Tier3,209.4,161.87,351.71,957.04,840.01,501.88,1538.34,1500.0,Grid,351.71,0.295
6828,Ouèssè,Collines,Ouesse,1747,678,0.26,1,1,1,Tier4,506.7,783.33,137.79,792.6,,203.61,3011.37,,Grid,137.79,0.6419
14254,Tantéga,Atakora,Materi,320,124,9.94,0,0,0,Tier2,92.8,14.35,2531.96,1881.62,1161.72,949.95,627.67,400.0,SHS,1161.72,0.1479
2438,Sognonnouhoue,Kouffo,Toviklin,652,253,8.01,0,0,0,Tier3,189.1,146.17,348.86,957.04,838.88,496.32,1538.34,1500.0,Grid,348.86,0.2943
8517,Ouaké,Donga,Ouake,64,25,4.97,0,0,0,Tier3,18.6,14.35,1159.17,957.04,835.52,2075.09,1538.34,1500.0,SHS,835.52,0.178
12643,Kalalé,Borgou,Nikki,423,164,37.13,0,0,0,Tier2,122.7,18.97,7877.45,2293.9,1716.49,2318.49,587.51,400.0,SHS,1716.49,0.1112
11134,Kalalé,Borgou,Kalale,546,212,63.81,0,0,0,Tier3,158.4,122.41,,1084.43,1178.15,,1337.53,1500.0,Mini-grid,1084.43,0.0761
6118,Ichaagba Adoundoun,Plateau,Pobe,258,100,1.76,1,1,0,Tier3,74.8,57.84,250.72,889.21,695.45,365.0,1705.69,1500.0,Grid,250.72,0.5575
6628,Location #684,Collines,Save,1804,700,1.94,0,0,1,Tier3,523.3,404.44,191.07,889.21,695.62,225.98,1705.69,1500.0,Grid,191.07,0.381
10440,Sikouro,Borgou,Bembereke,62,24,6.21,0,0,0,Tier2,18.0,2.78,6813.8,1881.62,1141.07,2618.44,627.67,400.0,SHS,1141.07,0.1432
8185,Location #14040,Donga,Djougou,52,20,2.74,0,0,0,Tier3,15.1,11.66,849.47,957.04,833.05,1471.68,1538.34,1500.0,SHS,833.05,0.1814
3372,Lobogo,Mono,Bopa,198,77,0.37,0,0,0,Tier3,57.4,44.39,199.42,889.21,694.17,245.43,1705.69,1500.0,Grid,199.42,0.3175
3917,Hlagba-Zakpo,Zou,Zogbodomey,179,57,13.38,0,0,1,Tier2,51.9,8.03,6196.29,2130.87,1400.71,2004.42,600.89,400.0,SHS,1400.71,0.1371
3670,Klouékanmè,Kouffo,Klouekanme,250,97,4.02,0,0,1,Tier3,72.5,56.05,395.83,957.04,834.46,587.84,1538.34,1500.0,Grid,395.83,0.2748
13255,Location #7883,Alibori,Gogounou,111,43,14.36,0,0,0,Tier2,32.2,4.98,10208.02,2130.87,1407.12,3322.17,600.89,400.0,SHS,1407.12,0.1329
2743,Location #10997,Atlantique,Ze,70,27,13.44,0,0,0,Tier2,20.3,3.14,14806.2,2130.87,1401.06,4832.56,600.89,400.0,SHS,1401.06,0.1326
12488,Location #14302,Atakora,Kobli,49,19,43.2,0,0,0,Tier1,14.2,0.66,239333.56,,2839.05,21476.99,,150.0,SHS,2839.05,0.0872
14679,Lètè,Alibori,Segbana,77,30,59.96,0,0,0,Tier1,22.3,1.04,,5798.61,3241.51,,456.51,150.0,SHS,3241.51,0.0631
3144,Allada,Atlantique,Allada,44,17,1.65,0,0,0,Tier3,12.8,9.86,568.18,,695.35,1104.93,,1500.0,Grid,568.18,0.2356
12152,Location #4320,Atakora,Kobli,235,91,39.62,0,0,0,Tier2,68.2,10.54,14423.41,2293.9,1734.47,4268.41,587.51,400.0,SHS,1734.47,0.1
9443,Nikki,Borgou,Nikki,1193,463,42.48,0,0,0,Tier3,346.0,267.46,805.29,1084.43,1147.27,1059.22,1337.53,1500.0,Grid,805.29,0.1729
10853,Location #15633,Atakora,Natitingou,41,16,8.83,0,0,0,Tier2,11.9,1.84,13945.88,,1155.55,5397.59,,400.0,SHS,1155.55,0.1384
5557,Agouna,Zou,Djidja,62,24,37.86,0,0,0,Tier1,18.0,0.84,166471.99,5798.61,2710.72,14936.06,456.51,150.0,SHS,2710.72,0.0957
3516,Location #1722,Kouffo,Klouekanme,698,271,1.81,0,0,0,Tier3,202.5,156.49,206.84,889.21,695.5,262.73,1705.69,1500.0,Grid,206.84,0.3338
11281,Kalalé,Borgou,Kalale,98,38,74.76,0,0,0,Tier1,28.4,1.32,,5798.61,3597.06,,456.51,150.0,SHS,3597.06,0.0418
15414,Location #15902,Alibori,Kandi,39,15,0.61,0,0,0,Tier3,11.3,8.74,340.7,,694.38,574.73,,1500.0,Grid,340.7,0.2825
4916,Tindji,Zou,Za-Kpota,67,26,4.34,0,0,0,Tier3,19.4,15.02,998.86,957.04,834.82,1762.74,1538.34,1500.0,SHS,834.82,0.1792
14976,Donwari,Alibori,Kandi,46,18,2.76,0,0,0,Tier3,13.3,10.31,940.77,,833.07,1649.56,,1500.0,SHS,833.07,0.1811
9957,Location #9150,Plateau,Sakete,90,35,10.91,0,0,0,Tier2,26.1,4.04,9612.31,2130.87,1384.5,3126.5,600.89,400.0,SHS,1384.5,0.1372
15238,Ounet,Alibori,Banikoara,41,16,13.58,0,0,0,Tier2,11.9,1.84,25033.64,,1401.98,8192.03,,400.0,SHS,1401.98,0.1313
9076,Nalouhou 1,Donga,Djougou,366,142,2.63,0,0,0,Tier3,106.2,82.05,285.65,957.04,832.92,373.18,1538.34,1500.0,Grid,285.65,0.3036
13432,Kalalé,Alibori,Segbana,34,13,96.28,0,0,0,Tier1,9.9,0.46,,,4113.95,,,150.0,SHS,4113.95,0.0069
6757,Tchayagbangba,Collines,Save,423,164,1.86,0,1,0,Tier3,122.7,94.83,225.38,889.21,695.54,305.94,1705.69,1500.0,Grid,225.38,0.4191
17193,Kankoulga,Atakora,Kouande,923,358,1.75,0,0,1,Tier3,267.7,206.93,199.54,889.21,695.44,245.71,1705.69,1500.0,Grid,199.54,0.3444
14562,Location #4987,Alibori,Kandi,198,77,7.1,0,0,0,Tier2,57.4,8.88,2826.91,1881.62,1145.95,1064.88,627.67,400.0,SHS,1145.95,0.1473
5611,Dassa-Zoumé,Collines,Dassa-Zoume,263,102,1.88,0,0,0,Tier3,76.3,58.96,253.98,889.21,695.56,372.6,1705.69,1500.0,Grid,253.98,0.3069
7595,Location #9410,Donga,Bassila,85,33,28.31,0,0,0,Tier1,24.7,1.15,83322.34,5309.13,2250.35,8238.98,460.54,150.0,SHS,2250.35,0.1109
162,Gomè,Atlantique,Kpomasse,52,20,29.81,0,0,0,Tier1,15.1,0.7,141888.46,5309.13,2283.01,14036.6,460.54,150.0,SHS,2283.01,0.1074
11447,Kouandé,Atakora,Kouande,376,146,40.9,0,0,0,Tier2,109.1,16.86,9577.64,2293.9,1743.74,2824.95,587.51,400.0,SHS,1743.74,0.1037
8612,Location #2408,Donga,Djougou,479,186,0.68,0,0,0,Tier3,138.9,107.39,194.72,889.21,694.46,234.48,1705.69,1500.0,Grid,194.72,0.3292
6641,Savalou,Collines,Savalou,77,30,65.19,0,0,1,Tier1,22.3,1.04,,5798.61,3367.25,,456.51,150.0,SHS,3367.25,0.0553
9576,Nikki,Borgou,Nikki,41,16,53.28,0,0,0,Tier1,11.9,0.55,,,3081.07,,,150.0,SHS,3081.07,0.0717
3083,Ifangni,Plateau,Ifangni,57,22,3.95,0,0,0,Tier3,16.5,12.78,1055.55,957.04,834.39,1873.2,1538.34,1500.0,SHS,834.39,0.1795
12860,Location #9301,Atakora,Kobli,88,34,44.43,0,0,0,Tier1,25.5,1.19,138040.22,5798.61,2868.5,12383.69,456.51,150.0,SHS,2868.5,0.0869
3827,Pobè,Plateau,Pobe,41,16,2.64,0,0,0,Tier3,11.9,9.19,992.9,,832.93,1751.14,,1500.0,SHS,832.93,0.1811
12308,Gamia,Borgou,Bembereke,88,34,7.11,0,0,0,Tier2,25.5,3.95,5611.87,1881.62,1146.04,2150.09,627.67,400.0,SHS,1146.04,0.1429
3877,Pobè,Plateau,Pobe,59,23,0.0,0,0,0,Tier3,17.1,13.23,179.93,889.21,693.82,200.0,1705.69,1500.0,Grid,179.93,0.3164
8229,Location #10385,Donga,Djougou,75,29,1.03,0,0,0,Tier3,21.8,16.81,321.51,889.21,694.77,530.01,1705.69,1500.0,Grid,321.51,0.2872
10303,Kouandé,Donga,Djougou,52,20,33.16,0,0,0,Tier1,15.1,0.7,173744.56,5798.61,2597.85,15588.94,456.51,150.0,SHS,2597.85,0.1023
17182,Gnonkourakali,Borgou,Nikki,70,27,16.88,0,0,0,Tier1,20.3,0.95,60913.56,5309.13,2001.36,6020.68,460.54,150.0,SHS,2001.36,0.1275
11123,Nikki,Borgou,Kalale,407,158,60.58,0,0,0,Tier2,118.1,18.25,,2293.9,1886.24,,587.51,400.0,SHS,1886.24,0.0754
12090,Location #17035,Atakora,Pehunco,23,9,66.92,0,0,0,Tier1,6.7,0.31,,,3408.8,,,150.0,SHS,3408.8,0.0505
14865,Kandi,Alibori,Kandi,36,14,9.13,0,0,0,Tier2,10.4,1.61,16310.75,,1157.2,6319.1,,400.0,SHS,1157.2,0.1377
3013,Adjarawamè,Ouémé,Bonou,201,78,6.45,0,0,0,Tier2,58.3,9.01,2595.62,1881.62,1142.4,974.76,627.67,400.0,SHS,1142.4,0.1484
2223,Awonou,Ouémé,Adjohoun,101,39,4.27,0,0,0,Tier3,29.3,22.64,721.04,957.04,834.75,1221.45,1538.34,1500.0,Grid,721.04,0.2034
12908,Basso,Borgou,Kalale,34,13,97.89,0,0,0,Tier1,9.9,0.46,,,4152.49,,,150.0,SHS,4152.49,0.0045
2414,Lalo,Kouffo,Lalo,46,18,11.63,0,0,0,Tier2,13.3,2.06,19270.32,,1389.17,6298.92,,400.0,SHS,1389.17,0.1344
15051,Location #1003,Alibori,Banikoara,1250,485,33.07,0,0,0,Tier3,362.6,280.24,657.05,1084.43,1133.65,838.43,1337.53,1500.0,Grid,657.05,0.219
12844,Bouratébé,Borgou,Bembereke,724,281,16.87,0,0,0,Tier3,210.0,162.32,558.21,1034.06,1006.79,762.22,1404.46,1500.0,Grid,558.21,0.242
5742,Kétou,Plateau,Ketou,85,33,1.91,0,0,0,Tier3,24.7,19.06,412.52,889.21,695.59,742.14,1705.69,1500.0,Grid,412.52,0.268
1119,Allada,Atlantique,Allada,729,283,5.31,0,0,0,Tier3,211.5,163.44,287.06,957.04,835.9,375.92,1538.34,1500.0,Grid,287.06,0.3138
3207,Bopa,Mono,Bopa,170,66,6.68,0,0,0,Tier2,49.3,7.62,3040.56,1881.62,1143.65,1148.13,627.67,400.0,SHS,1143.65,0.1468
7353,Tchaourou,Borgou,Tchaourou,59,23,34.22,0,0,0,Tier1,17.1,0.8,158260.43,5798.61,2623.44,14198.9,456.51,150.0,SHS,2623.44,0.101
12956,Basso,Borgou,Kalale,505,196,90.85,0,0,0,Tier3,146.5,113.22,,1084.43,1217.31,,1337.53,1500.0,Mini-grid,1084.43,0.0339
5654,Dassa-Zoumé,Collines,Dassa-Zoume,276,107,22.55,0,0,0,Tier2,80.1,12.38,6705.27,2130.87,1460.87,2171.6,600.89,400.0,SHS,1460.87,0.1272
130,Ouidah,Atlantique,Ouidah,75,29,26.59,0,0,0,Tier1,21.8,1.01,88542.42,5309.13,2212.77,8755.73,460.54,150.0,SHS,2212.77,0.1131
1018,Allada,Atlantique,Allada,103,40,2.24,0,0,0,Tier3,29.9,23.09,466.15,957.04,832.5,724.84,1538.34,1500.0,Grid,466.15,0.2575
15831,Kérémougourou,Alibori,Banikoara,31,12,14.92,0,0,0,Tier2,9.0,1.39,36053.0,,1410.77,11811.62,,400.0,SHS,1410.77,0.1289
4620,Aplahoué,Kouffo,Aplahoue,121,47,5.44,0,0,0,Tier2,35.1,5.43,3390.88,1881.62,1136.78,1284.64,627.67,400.0,SHS,1136.78,0.1467
1824,Allada,Atlantique,Allada,2660,1032,3.39,0,0,0,Tier3,771.6,596.35,212.55,957.04,833.77,230.74,1538.34,1500.0,Grid,212.55,0.4088
633,Tori-Bossito,Atlantique,Tori-Bossito,52,20,9.52,0,0,0,Tier2,15.1,2.33,11948.5,1881.62,1159.38,4619.27,627.67,400.0,SHS,1159.38,0.1378
11205,Korontière,Atakora,Boukombe,201,78,40.15,0,0,0,Tier2,58.3,9.01,16946.71,2293.9,1738.3,5020.04,587.51,400.0,SHS,1738.3,0.0978
6905,Agouagon,Collines,Glazoue,3710,1053,6.42,1,1,1,Tier4,1076.1,1663.51,156.16,841.47,,241.77,2676.68,,Grid,156.16,0.7075
13129,Kalalé,Borgou,Kalale,52,20,96.56,0,0,0,Tier1,15.1,0.7,,5798.61,4120.68,,456.51,150.0,SHS,4120.68,0.0072
16778,Location #14155,Alibori,Banikoara,49,19,41.2,0,0,0,Tier1,14.2,0.66,228368.38,,2791.04,20492.62,,150.0,SHS,2791.04,0.0902
9120,Kpabegou,Donga,Copargo,317,123,4.75,0,0,0,Tier3,91.9,71.07,382.28,957.04,835.27,561.44,1538.34,1500.0,Grid,382.28,0.2791
9105,Location #8855,Donga,Djougou,93,36,25.13,0,0,0,Tier1,27.0,1.26,67980.29,5309.13,2180.91,6720.23,460.54,150.0,SHS,2180.91,0.116
15169,Tisserou,Alibori,Kandi,232,90,4.17,0,0,0,Tier3,67.3,52.01,419.27,957.04,834.63,633.51,1538.34,1500.0,Grid,419.27,0.2692
140,Assogbénou-Daho,Atlantique,Kpomasse,52,20,28.36,0,0,0,Tier1,15.1,0.7,135059.8,5309.13,2251.29,13360.62,460.54,150.0,SHS,2251.29,0.1095
8014,Nagayilé,Donga,Bassila,90,35,14.9,0,0,0,Tier2,26.1,4.04,12863.01,2130.87,1410.64,4194.27,600.89,400.0,SHS,1410.64,0.1313
4258,Zounge,Zou,Ouinhi,126,49,14.53,0,1,0,Tier2,36.5,5.65,9172.78,2130.87,1408.21,2982.12,600.89,400.0,SHS,1408.21,0.2333
1974,Location #14431,Kouffo,Lalo,49,19,8.67,0,0,0,Tier2,14.2,2.2,11567.56,,1154.67,4470.83,,400.0,SHS,1154.67,0.139
5254,Location #8340,Zou,Djidja,103,40,10.98,0,0,0,Tier2,29.9,4.62,8538.21,2130.87,1384.96,2773.68,600.89,400.0,SHS,1384.96,0.1376
16931,Lalidji,Alibori,Karimama,26,10,43.05,0,0,0,Tier1,7.5,0.35,447457.02,,2835.47,40160.64,,150.0,SHS,2835.47,0.0865
3450,Bonou,Ouémé,Bonou,31,12,21.29,0,1,0,Tier2,9.0,1.39,51161.36,,1452.61,16774.35,,400.0,SHS,1452.61,0.2193
15911,Angaradébou,Alibori,Kandi,173,67,0.0,0,0,0,Tier3,50.2,38.79,179.93,889.21,693.82,200.0,1705.69,1500.0,Grid,179.93,0.3209
8802,Sèmèrè I,Donga,Ouake,621,241,7.79,0,0,0,Tier3,180.1,139.22,352.09,957.04,838.63,502.63,1538.34,1500.0,Grid,352.09,0.2927
2065,Location #3626,Atlantique,Toffo,294,114,12.28,0,0,0,Tier2,85.3,13.18,3772.83,2130.87,1393.49,1208.37,600.89,400.0,SHS,1393.49,0.1433
12048,Location #4746,Atakora,Toucountouna,209,81,3.56,0,0,0,Tier3,60.6,46.86,407.6,957.04,833.95,610.77,1538.34,1500.0,Grid,407.6,0.2715
15034,Location #4076,Alibori,Banikoara,253,98,15.63,0,0,0,Tier2,73.4,11.34,5241.99,2130.87,1415.46,1690.95,600.89,400.0,SHS,1415.46,0.1367
3555,Location #5518,Kouffo,Klouekanme,173,67,10.14,0,0,0,Tier2,50.2,7.76,5008.52,2130.87,1379.41,1614.26,600.89,400.0,SHS,1379.41,0.1417
6744,Aklampa,Collines,Glazoue,101,39,33.63,0,0,0,Tier2,29.3,4.53,27739.65,2293.9,1691.12,8235.04,587.51,400.0,SHS,1691.12,0.1036
717,Tokpadomè,Atlantique,Kpomasse,52,20,14.51,0,0,0,Tier2,15.1,2.33,21201.25,2130.87,1408.09,6933.18,600.89,400.0,SHS,1408.09,0.1303
2757,Location #8573,Kouffo,Lalo,98,38,5.77,0,0,0,Tier2,28.4,4.39,4255.76,1881.62,1138.63,1621.66,627.67,400.0,SHS,1138.63,0.1453
98,Grand-Popo,Mono,Grand-Popo,178,69,33.11,0,0,0,Tier2,51.6,7.98,15834.06,2293.9,1687.35,4688.61,587.51,400.0,SHS,1687.35,0.1075
17143,Kankoulga,Donga,Copargo,222,86,0.78,0,0,0,Tier3,64.4,49.77,216.39,889.21,694.55,284.98,1705.69,1500.0,Grid,216.39,0.3144
