settlement_id,name,admin1,admin2,population,num_buildings,distance_to_grid_km,has_health,has_education,has_nightlight,demand_tier,final_connections,final_demand_mwh,grid_lcoe,minigrid_lcoe,shs_lcoe,grid_cost_per_conn,minigrid_cost_per_conn,shs_cost_per_conn,least_cost_technology,least_cost_lcoe,priority_score
16275,Ganoussirou,Alibori,Banikoara,39,15,19.81,0,0,0,Tier1,11.3,0.53,125963.42,,2065.17,12460.14,,150.0,SHS,2065.17,0.1218
16755,Malanville,Alibori,Malanville,485,188,24.78,0,1,0,Tier3,140.7,108.73,966.68,1034.06,1017.18,1433.08,1404.46,1500.0,Grid,966.68,0.2389
5244,Location #5446,Zou,Djidja,175,68,18.94,0,0,0,Tier2,50.8,7.85,8653.6,2130.87,1437.17,2811.58,600.89,400.0,SHS,1437.17,0.1286
14681,Kpadé,Alibori,Kandi,72,28,0.4,0,0,0,Tier3,20.9,16.14,237.89,889.21,694.19,335.11,1705.69,1500.0,Grid,237.89,0.3047
15785,Location #1872,Alibori,Banikoara,634,246,14.7,0,0,0,Tier3,183.9,142.14,556.63,1034.06,1003.94,759.63,1404.46,1500.0,Grid,556.63,0.242
8169,Ouaké,Donga,Ouake,93,36,2.65,0,0,0,Tier3,27.0,20.85,550.27,957.04,832.95,888.75,1538.34,1500.0,Grid,550.27,0.2397
2366,Djakotomey,Kouffo,Djakotomey,99,27,0.83,0,0,0,Tier3,28.7,22.2,267.2,889.21,694.59,403.43,1705.69,1500.0,Grid,267.2,0.2993
2654,Ita-Djebou,Plateau,Sakete,93,36,4.41,0,0,0,Tier3,27.0,20.85,784.63,957.04,834.9,1345.35,1538.34,1500.0,Grid,784.63,0.1902
8294,Aledjo-Koura,Donga,Ouake,175,68,9.79,0,0,0,Tier2,50.8,7.85,4073.72,1881.62,1160.89,1550.72,627.67,400.0,SHS,1160.89,0.1423
13937,Tantéga,Atakora,Materi,161,44,7.76,0,0,0,Tier2,46.7,7.22,3590.55,1881.62,1149.6,1362.45,627.67,400.0,SHS,1149.6,0.1448
2170,Lokossa,Mono,Lokossa,198,77,1.73,0,0,0,Tier3,57.4,44.39,270.23,889.21,695.42,410.49,1705.69,1500.0,Grid,270.23,0.3013
2085,Location #12016,Atlantique,Toffo,62,24,6.92,0,0,0,Tier2,18.0,2.78,7519.46,1881.62,1144.98,2893.42,627.67,400.0,SHS,1144.98,0.1421
12532,Tagayé,Atakora,Natitingou,57,22,7.46,0,0,0,Tier2,16.5,2.56,8708.54,1881.62,1147.95,3356.76,627.67,400.0,SHS,1147.95,0.1411
1960,Sakété,Plateau,Sakete,101,39,3.55,0,0,0,Tier3,29.3,22.64,632.7,957.04,833.95,1049.35,1538.34,1500.0,Grid,632.7,0.2222
7481,Tchaourou,Borgou,Tchaourou,54,21,30.63,0,0,0,Tier1,15.7,0.73,154801.19,5798.61,2537.08,13888.35,456.51,150.0,SHS,2537.08,0.1062
7985,Tchaourou,Borgou,Parakou,149,58,2.11,0,0,1,Tier3,43.2,33.4,372.05,957.04,832.35,541.51,1538.34,1500.0,Grid,372.05,0.2784
7150,Location #7503,Donga,Bassila,116,45,63.87,0,0,0,Tier2,33.6,5.2,,2293.9,1910.03,,587.51,400.0,SHS,1910.03,0.0588
1767,Kpanroun,Atlantique,Abomey-Calavi,2508,973,1.68,0,0,1,Tier3,727.5,562.27,186.87,889.21,695.38,216.19,1705.69,1500.0,Grid,186.87,0.4104
2015,Bopa,Kouffo,Lalo,260,101,7.36,0,0,0,Tier2,75.4,11.66,2361.55,1881.62,1147.44,883.55,627.67,400.0,SHS,1147.44,0.1494
9834,Tchaourou,Borgou,Tchaourou,44,17,0.15,0,0,0,Tier3,12.8,9.86,215.06,,693.96,281.88,,1500.0,Grid,215.06,0.3085
13750,Tantéga,Atakora,Materi,162,63,15.87,0,0,0,Tier2,47.0,7.26,7899.05,2130.87,1417.01,2563.73,600.89,400.0,SHS,1417.01,0.1327
16623,Location #10931,Alibori,Banikoara,72,28,32.67,0,0,0,Tier1,20.9,0.97,124290.64,5798.61,2586.03,11149.36,456.51,150.0,SHS,2586.03,0.1039
2992,Adjarawamè,Ouémé,Bonou,75,29,5.83,0,0,0,Tier2,21.8,3.36,5425.34,1881.62,1138.97,2077.41,627.67,400.0,SHS,1138.97,0.1442
15413,Faranguédou,Alibori,Kandi,54,21,4.9,0,0,0,Tier3,15.7,12.11,1321.08,957.04,835.44,2390.53,1538.34,1500.0,SHS,835.44,0.1777
3250,Sédjè,Atlantique,Ze,62,17,4.07,0,0,1,Tier3,18.0,13.9,1009.87,957.04,834.52,1784.2,1538.34,1500.0,SHS,834.52,0.1795
16789,Malanville,Alibori,Malanville,52,20,0.37,0,0,0,Tier3,15.1,11.66,253.82,889.21,694.17,372.24,1705.69,1500.0,Grid,253.82,0.3008
4104,Klouékanmè,Kouffo,Klouekanme,1000,388,2.94,1,0,1,Tier4,290.1,448.39,163.68,841.47,,271.07,2676.68,,Grid,163.68,0.5028
10097,Aplahoué,Kouffo,Aplahoue,1075,417,0.0,0,0,0,Tier3,311.8,241.01,179.93,889.21,693.82,200.0,1705.69,1500.0,Grid,179.93,0.357
11448,Kalalé,Borgou,Kalale,126,49,88.21,0,0,0,Tier2,36.5,5.65,,2293.9,2086.2,,587.51,400.0,SHS,2086.2,0.0227
7234,Tchaourou,Borgou,Tchaourou,67,26,4.67,0,0,0,Tier3,19.4,15.02,1060.98,957.04,835.19,1883.77,1538.34,1500.0,SHS,835.19,0.1786
7588,Tchaourou,Borgou,Tchaourou,59,23,8.22,0,0,0,Tier2,17.1,2.65,9230.63,1881.62,1152.15,3560.21,627.67,400.0,SHS,1152.15,0.14
9954,Aplahoué,Kouffo,Djakotomey,70,27,0.96,0,0,0,Tier3,20.3,15.69,321.4,889.21,694.71,529.74,1705.69,1500.0,Grid,321.4,0.2871
9613,Ouroumon,Borgou,Nikki,77,30,51.53,0,0,0,Tier1,22.3,1.04,,5798.61,3039.2,,456.51,150.0,SHS,3039.2,0.0758
11643,Kalalé,Borgou,Kalale,93,36,83.96,0,0,0,Tier1,27.0,1.26,,5798.61,3817.92,,456.51,150.0,SHS,3817.92,0.0278
12775,Location #13915,Borgou,Sinende,52,20,25.15,0,0,0,Tier1,15.1,0.7,120014.56,5309.13,2181.38,11871.25,460.54,150.0,SHS,2181.38,0.1144
3767,Location #604,Zou,Zogbodomey,2067,802,24.32,0,0,0,Tier3,599.6,463.41,388.78,1034.06,1016.57,483.95,1404.46,1500.0,Grid,388.78,0.3184
1941,Kodé-Gouké,Ouémé,Adjohoun,57,22,9.44,0,0,0,Tier2,16.5,2.56,10860.73,1881.62,1158.91,4195.4,627.67,400.0,SHS,1158.91,0.1381
12638,YARAMA,Borgou,Nikki,54,21,18.83,0,0,0,Tier1,15.7,0.73,87103.34,5309.13,2043.66,8613.28,460.54,150.0,SHS,2043.66,0.1239
2523,Toviklin,Kouffo,Toviklin,722,280,8.58,0,0,0,Tier3,209.4,161.87,343.93,957.04,839.51,486.72,1538.34,1500.0,Grid,343.93,0.2972
3322,Location #6225,Atlantique,Ze,147,57,8.23,0,0,0,Tier2,42.6,6.59,4076.61,1881.62,1152.25,1551.85,627.67,400.0,SHS,1152.25,0.1435
11606,Natta,Atakora,Boukombe,706,274,29.91,1,1,0,Tier3,204.8,158.28,838.4,1034.06,1023.91,1222.4,1404.46,1500.0,Grid,838.4,0.4157
16676,Location #5941,Alibori,Karimama,157,61,39.83,0,0,0,Tier2,45.5,7.04,21319.31,2293.9,1736.02,6322.55,587.51,400.0,SHS,1736.02,0.0965
9492,GOURÈ TÉPEL,Borgou,Nikki,44,17,53.91,0,0,0,Tier1,12.8,0.59,,,3096.21,,,150.0,SHS,3096.21,0.0709
4197,Pobè,Plateau,Pobe,103,40,0.84,0,0,0,Tier3,29.9,23.09,264.42,889.21,694.6,396.95,1705.69,1500.0,Grid,264.42,0.3
12438,Location #16087,Atakora,Boukombe,39,15,40.68,0,0,0,Tier1,11.3,0.53,282694.67,,2778.38,25369.6,,150.0,SHS,2778.38,0.0905
782,Lokossa,Mono,Athieme,82,32,1.77,0,0,0,Tier3,23.8,18.38,403.62,889.21,695.46,721.38,1705.69,1500.0,Grid,403.62,0.2699
15509,Kandi,Alibori,Kandi,36,14,8.41,0,0,0,Tier2,10.4,1.61,15083.34,,1153.25,5840.82,,400.0,SHS,1153.25,0.1388
973,Bopa,Mono,Bopa,173,67,2.23,0,0,0,Tier3,50.2,38.79,356.24,957.04,832.48,510.7,1538.34,1500.0,Grid,356.24,0.2823
4514,Location #1835,Zou,Zagnanado,650,252,10.79,0,0,0,Tier3,188.5,145.73,459.78,1034.06,998.81,600.56,1404.46,1500.0,Grid,459.78,0.2679
2733,Bopa,Kouffo,Lalo,72,28,6.7,0,0,0,Tier2,20.9,3.23,6369.93,1881.62,1143.76,2445.48,627.67,400.0,SHS,1143.76,0.1428
1306,Tori-Bossito,Atlantique,Tori-Bossito,116,45,4.52,0,0,1,Tier3,33.6,26.01,678.95,957.04,835.01,1139.45,1538.34,1500.0,Grid,678.95,0.2121
15947,Location #6164,Alibori,Banikoara,149,58,19.02,0,0,0,Tier2,43.2,6.68,10083.47,2130.87,1437.74,3281.26,600.89,400.0,SHS,1437.74,0.1274
9685,Anandana,Donga,Copargo,139,54,15.26,0,0,0,Tier2,40.3,6.23,8769.03,2130.87,1413.03,2849.5,600.89,400.0,SHS,1413.03,0.1327
15417,Faranguédou,Alibori,Kandi,62,24,4.38,0,0,0,Tier3,18.0,13.9,1071.55,957.04,834.86,1904.38,1538.34,1500.0,SHS,834.86,0.1789
15196,Location #14444,Alibori,Banikoara,49,19,33.25,0,0,0,Tier1,14.2,0.66,184728.96,,2599.99,16575.03,,150.0,SHS,2599.99,0.1021
5071,Banamè,Zou,Cove,77,30,12.98,0,1,0,Tier2,22.3,3.45,13091.29,2130.87,1398.08,4269.26,600.89,400.0,SHS,1398.08,0.2336
3480,Pobè,Plateau,Pobe,31,12,7.46,0,0,0,Tier2,9.0,1.39,15518.52,,1147.99,6010.39,,400.0,SHS,1147.99,0.14
14283,Location #16257,Atakora,Materi,36,14,3.08,0,0,0,Tier3,10.4,8.07,1258.11,,833.43,2267.85,,1500.0,SHS,833.43,0.1801
13052,Kalalé,Borgou,Kalale,554,215,101.9,0,1,0,Tier3,160.7,124.2,,1084.43,1233.29,,1337.53,1500.0,Mini-grid,1084.43,0.1222
5475,Dassa-Zoumé,Collines,Dassa-Zoume,322,125,25.52,0,0,0,Tier2,93.4,14.44,6526.2,2130.87,1480.39,2112.78,600.89,400.0,SHS,1480.39,0.1246
15793,Location #16502,Alibori,Banikoara,34,13,9.66,0,0,0,Tier2,9.9,1.52,18210.31,,1160.16,7059.3,,400.0,SHS,1160.16,0.1369
9173,Location #9622,Donga,Djougou,82,32,31.57,0,0,0,Tier1,23.8,1.11,105832.82,5798.61,2559.78,9492.37,456.51,150.0,SHS,2559.78,0.1059
4504,Location #8831,Kouffo,Klouekanme,95,37,8.91,0,0,0,Tier2,27.6,4.26,6418.23,1881.62,1156.01,2464.3,627.67,400.0,SHS,1156.01,0.1404
12229,Location #6002,Atakora,Boukombe,155,60,23.24,0,0,0,Tier2,45.0,6.95,11717.68,2130.87,1465.4,3818.06,600.89,400.0,SHS,1465.4,0.1213
12236,Location #8169,Atakora,Kobli,106,41,46.18,0,0,0,Tier2,30.7,4.75,36057.3,2293.9,1781.95,10712.7,587.51,400.0,SHS,1781.95,0.085
9924,Toviklin,Kouffo,Lalo,229,89,12.63,0,0,0,Tier2,66.4,10.27,4755.34,2130.87,1395.77,1531.1,600.89,400.0,SHS,1395.77,0.1402
15368,Fafa,Alibori,Kandi,44,17,2.66,0,0,0,Tier3,12.8,9.86,944.93,,832.96,1657.67,,1500.0,SHS,832.96,0.1812
15233,Location #17160,Alibori,Banikoara,15,6,34.29,0,0,0,Tier1,4.4,0.2,616847.81,,2625.0,55367.18,,150.0,SHS,2625.0,0.0992
1684,Location #14621,Plateau,Sakete,46,18,4.52,0,0,0,Tier3,13.3,10.31,1413.15,,835.02,2569.92,,1500.0,SHS,835.02,0.1781
6163,Domè,Zou,Zogbodomey,113,44,10.35,0,0,0,Tier2,32.8,5.07,7430.27,2130.87,1380.78,2409.75,600.89,400.0,SHS,1380.78,0.139
10917,Péhunco,Atakora,Pehunco,36,14,62.95,0,0,0,Tier1,10.4,0.49,,,3313.37,,,150.0,SHS,3313.37,0.057
1267,Tori-Bossito,Atlantique,Kpomasse,52,20,10.48,0,0,0,Tier2,15.1,2.33,15511.63,2130.87,1381.66,5064.28,600.89,400.0,SHS,1381.66,0.1364
9722,Ouroumon,Borgou,Nikki,198,77,49.76,0,0,0,Tier2,57.4,8.88,21126.36,2293.9,1807.9,6265.08,587.51,400.0,SHS,1807.9,0.0833
15938,Kokey,Alibori,Banikoara,85,33,10.95,0,0,0,Tier2,24.7,3.81,10163.75,2130.87,1384.71,3307.63,600.89,400.0,SHS,1384.71,0.137
6957,Ouèssè,Collines,Ouesse,51,14,3.25,0,0,0,Tier3,14.8,11.43,985.73,957.04,833.61,1737.16,1538.34,1500.0,SHS,833.61,0.1804
3277,Awonou,Ouémé,Adjohoun,191,74,1.4,0,0,0,Tier3,55.4,42.82,255.83,889.21,695.12,376.91,1705.69,1500.0,Grid,255.83,0.3044
90,Hio Houta,Atlantique,Ouidah,152,59,19.75,0,0,1,Tier2,44.1,6.82,10249.79,2130.87,1442.51,3335.89,600.89,400.0,SHS,1442.51,0.1265
1193,Honhoué,Mono,Houeyogbe,302,117,7.03,0,0,0,Tier2,87.6,13.54,2049.08,1881.62,1145.59,761.78,627.67,400.0,SHS,1145.59,0.1515
7652,Tchaourou,Borgou,Tchaourou,36,14,18.55,0,0,0,Tier1,10.4,0.49,127734.39,,2037.67,12635.45,,150.0,SHS,2037.67,0.1236
11632,Péhunco,Atakora,Pehunco,95,37,55.77,0,0,0,Tier1,27.6,1.28,,5798.61,3140.82,,456.51,150.0,SHS,3140.82,0.0702
5792,Savalou,Collines,Savalou,39,15,41.21,0,0,0,Tier1,11.3,0.53,286381.08,,2791.22,25700.54,,150.0,SHS,2791.22,0.0897
17139,Kankoulga,Atakora,Kouande,39,15,5.01,0,0,0,Tier2,11.3,1.75,8562.01,,1134.41,3299.67,,400.0,SHS,1134.41,0.144
8410,Location #16967,Donga,Djougou,23,9,5.66,0,0,0,Tier2,6.7,1.03,15859.33,,1138.03,6143.2,,400.0,SHS,1138.03,0.1424
11454,Location #8923,Atakora,Boukombe,93,36,19.73,0,0,0,Tier1,27.0,1.26,53837.23,5309.13,2063.39,5320.17,460.54,150.0,SHS,2063.39,0.1241
1090,Zè,Atlantique,Ze,57,22,2.68,0,0,0,Tier3,16.5,12.78,778.44,957.04,832.98,1333.29,1538.34,1500.0,Grid,778.44,0.1926
9241,Djougou,Donga,Djougou,682,198,8.38,0,0,0,Tier3,197.8,152.9,348.93,957.04,839.29,496.45,1538.34,1500.0,Grid,348.93,0.2949
5696,Dassa-Zoumé,Collines,Dassa-Zoume,46,18,19.49,0,0,0,Tier1,13.3,0.62,105396.08,,2058.1,10424.12,,150.0,SHS,2058.1,0.1226
15002,Goumori,Alibori,Banikoara,44,17,25.49,0,0,0,Tier1,12.8,0.59,143315.11,,2188.71,14177.83,,150.0,SHS,2188.71,0.1135
5818,Location #6454,Collines,Save,142,55,2.69,0,0,0,Tier3,41.2,31.84,431.2,957.04,832.99,656.75,1538.34,1500.0,Grid,431.2,0.2654
12451,Manta,Atakora,Boukombe,52,20,23.57,0,0,0,Tier1,15.1,0.7,112614.46,5309.13,2147.0,11138.69,460.54,150.0,SHS,2147.0,0.1167
11326,Location #14876,Atakora,Boukombe,46,18,33.2,0,0,0,Tier1,13.3,0.62,196328.99,,2598.77,17616.39,,150.0,SHS,2598.77,0.102
6378,Savalou,Collines,Dassa-Zoume,28,11,10.36,0,0,0,Tier2,8.1,1.26,27887.35,,1380.86,9129.4,,400.0,SHS,1380.86,0.1356
12045,Location #12692,Borgou,Sinende,57,22,26.83,0,0,0,Tier1,16.5,0.77,116848.47,5309.13,2217.93,11557.83,460.54,150.0,SHS,2217.93,0.112
974,Lobogo,Mono,Bopa,72,28,6.1,0,0,0,Tier2,20.9,3.23,5852.08,1881.62,1140.43,2243.69,627.67,400.0,SHS,1140.43,0.1437
16175,Location #11496,Alibori,Banikoara,67,26,29.1,0,0,0,Tier1,19.4,0.91,108012.22,5309.13,2267.55,10683.1,460.54,150.0,SHS,2267.55,0.109
15566,Banikoara,Alibori,Banikoara,139,54,0.0,0,0,0,Tier3,40.3,31.16,179.93,889.21,693.82,200.0,1705.69,1500.0,Grid,179.93,0.3196
4920,Aplahoué,Kouffo,Aplahoue,67,26,2.64,0,0,0,Tier3,19.4,15.02,684.78,957.04,832.94,1150.81,1538.34,1500.0,Grid,684.78,0.2118
13060,Location #6554,Atakora,Tanguieta,139,54,15.38,0,0,0,Tier2,40.3,6.23,8831.63,2130.87,1413.81,2870.06,600.89,400.0,SHS,1413.81,0.1325
5644,Dassa-Zoumé,Collines,Dassa-Zoume,356,138,18.14,0,0,0,Tier2,103.3,15.96,4447.44,2130.87,1431.96,1429.96,600.89,400.0,SHS,1431.96,0.137
93,Grand-Popo,Mono,Grand-Popo,23,9,27.88,0,0,0,Tier1,6.7,0.31,297634.09,,2240.9,29454.28,,150.0,SHS,2240.9,0.1091
6879,Location #15035,Collines,Bante,44,17,51.9,0,0,0,Tier1,12.8,0.59,,,3048.0,,,150.0,SHS,3048.0,0.0739
9867,Location #9921,Ogun,Imeko-Afon,80,31,11.71,0,0,0,Tier2,23.2,3.59,11458.91,2130.87,1389.74,3733.06,600.89,400.0,SHS,1389.74,0.1356
10036,Ita-Ègbèbi-Alakporou,Plateau,Sakete,90,35,11.01,0,0,0,Tier2,26.1,4.04,9687.19,2130.87,1385.1,3151.09,600.89,400.0,SHS,1385.1,0.1371
6931,Ouèssè,Collines,Ouesse,64,25,38.94,0,0,0,Tier1,18.6,0.86,165873.45,5798.61,2736.63,14882.33,456.51,150.0,SHS,2736.63,0.0942
6971,Ouèssè,Collines,Ouesse,5281,1481,2.89,1,1,1,Tier5,1531.8,7103.76,112.36,764.42,,213.21,7230.05,,Grid,112.36,0.7844
4279,Bohicon,Zou,Bohicon,57,22,0.64,0,0,0,Tier3,16.5,12.78,297.02,889.21,694.42,472.92,1705.69,1500.0,Grid,297.02,0.2919
13774,Sori,Alibori,Gogounou,80,31,1.33,0,0,0,Tier3,23.2,17.94,351.54,889.21,695.05,599.99,1705.69,1500.0,Grid,351.54,0.2809
9266,Ouenou,Borgou,Nikki,183,71,40.75,0,0,0,Tier2,53.1,8.21,18805.59,2293.9,1742.67,5573.77,587.51,400.0,SHS,1742.67,0.0962
16455,Gougnirou,Alibori,Banikoara,54,21,21.67,0,0,0,Tier1,15.7,0.73,99943.94,5309.13,2105.62,9884.4,460.54,150.0,SHS,2105.62,0.1197
10320,Kouandé,Atakora,Kouande,70,27,0.01,0,0,0,Tier3,20.3,15.69,181.25,889.21,693.83,203.09,1705.69,1500.0,Grid,181.25,0.3165
11968,Natitingou,Atakora,Natitingou,93,36,4.56,0,0,0,Tier3,27.0,20.85,803.68,957.04,835.06,1382.46,1538.34,1500.0,Grid,803.68,0.1861
6297,Savalou,Collines,Savalou,34,13,27.48,0,0,0,Tier1,9.9,0.46,199148.06,,2232.16,19704.88,,150.0,SHS,2232.16,0.1101
4399,Bohicon,Zou,Bohicon,95,37,1.77,0,0,0,Tier3,27.6,21.3,373.14,889.21,695.46,650.35,1705.69,1500.0,Grid,373.14,0.2765
16809,Malanville,Alibori,Malanville,41,16,1.36,0,0,0,Tier3,11.9,9.19,524.03,,695.08,1002.05,,1500.0,Grid,524.03,0.2448
3295,Bopa,Mono,Bopa,75,29,3.52,0,0,0,Tier3,21.8,16.81,777.46,957.04,833.91,1331.38,1538.34,1500.0,Grid,777.46,0.1922
1858,Bopa,Mono,Bopa,108,42,1.98,0,0,0,Tier3,31.3,24.21,369.69,889.21,695.65,642.29,1705.69,1500.0,Grid,369.69,0.2774
8484,Komiguea,Borgou,N'dali,23,9,13.4,0,0,0,Tier2,6.7,1.03,43518.29,,1400.84,14263.79,,400.0,SHS,1400.84,0.1308
2725,Location #12175,Atlantique,Toffo,62,24,15.52,0,0,0,Tier1,18.0,0.84,63152.07,5309.13,1971.73,6242.28,460.54,150.0,SHS,1971.73,0.1292
15468,Kandi,Alibori,Kandi,34,13,6.37,0,0,0,Tier2,9.9,1.52,12204.18,,1141.92,4718.9,,400.0,SHS,1141.92,0.1418
13990,Zoungou-Pantrossi,Alibori,Gogounou,332,129,0.66,0,0,0,Tier3,96.3,74.43,200.49,889.21,694.43,247.94,1705.69,1500.0,Grid,200.49,0.3222
9016,Ouaké,Donga,Ouake,49,19,6.28,0,0,0,Tier2,14.2,2.2,8546.73,,1141.45,3293.71,,400.0,SHS,1141.45,0.1425
8533,Partago,Donga,Djougou,183,71,1.94,0,0,0,Tier3,53.1,41.03,289.57,889.21,695.61,455.57,1705.69,1500.0,Grid,289.57,0.2965
4851,Doga,Zou,Zagnanado,234,72,3.84,0,0,0,Tier3,67.9,52.46,400.25,957.04,834.27,596.45,1538.34,1500.0,Grid,400.25,0.2735
5399,Location #10063,Zou,Djidja,80,31,6.1,0,0,0,Tier2,23.2,3.59,5331.57,1881.62,1140.46,2040.87,627.67,400.0,SHS,1140.46,0.144
3108,Location #2244,Ouémé,Adjohoun,521,202,0.0,0,0,0,Tier3,151.1,116.8,179.93,889.21,693.82,200.0,1705.69,1500.0,Grid,179.93,0.3349
2792,Bopa,Kouffo,Lalo,41,16,10.12,0,0,0,Tier2,11.9,1.84,18832.28,,1379.27,6155.03,,400.0,SHS,1379.27,0.1365
14842,Location #16703,Alibori,Banikoara,31,12,23.9,0,0,0,Tier1,9.0,0.42,190070.92,,2154.21,18806.31,,150.0,SHS,2154.21,0.1154
14064,Tchakama,Alibori,Segbana,39,15,45.6,0,0,0,Tier1,11.3,0.53,316607.39,,2896.55,28414.01,,150.0,SHS,2896.55,0.0832
15383,Kongou,Alibori,Kandi,54,21,7.3,0,0,0,Tier2,15.7,2.42,8974.0,1881.62,1147.06,3460.21,627.67,400.0,SHS,1147.06,0.1412
4039,Kpoulou-Itchougan,Plateau,Adja-Ouere,72,28,4.8,0,0,0,Tier3,20.9,16.14,1022.66,957.04,835.33,1809.11,1538.34,1500.0,SHS,835.33,0.1786
11669,Location #10921,Atakora,Kobli,72,28,54.35,0,0,0,Tier1,20.9,0.97,,5798.61,3106.89,,456.51,150.0,SHS,3106.89,0.0714
5526,Location #12620,Zou,Djidja,59,23,23.21,0,0,0,Tier1,17.1,0.8,98030.36,5309.13,2139.23,9694.97,460.54,150.0,SHS,2139.23,0.1175
16630,Sampèto,Alibori,Banikoara,28,11,32.01,0,0,0,Tier1,8.1,0.38,309607.59,,2570.15,27785.63,,150.0,SHS,2570.15,0.1031
15754,Poto,Alibori,Banikoara,39,15,6.74,0,0,0,Tier2,11.3,1.75,11310.11,,1143.98,4370.51,,400.0,SHS,1143.98,0.1415
5360,Location #11246,Zou,Cove,67,26,12.38,0,0,0,Tier2,19.4,3.0,14275.04,2130.87,1394.1,4658.09,600.89,400.0,SHS,1394.1,0.1341
15309,Kongou,Alibori,Kandi,93,36,4.23,0,0,0,Tier3,27.0,20.85,760.31,957.04,834.7,1297.97,1538.34,1500.0,Grid,760.31,0.1953
283,Kpomassè,Atlantique,Kpomasse,52,20,17.23,0,0,0,Tier1,15.1,0.7,82913.53,5309.13,2009.01,8198.52,460.54,150.0,SHS,2009.01,0.1262
5015,Za-Tanta,Zou,Za-Kpota,410,159,6.43,0,0,0,Tier2,118.9,18.38,1578.26,1881.62,1142.25,578.32,627.67,400.0,SHS,1142.25,0.1568
5733,Savalou,Zou,Djidja,46,18,45.47,0,0,0,Tier1,13.3,0.62,268025.94,,2893.45,24052.76,,150.0,SHS,2893.45,0.0836
4102,Aplahoué,Kouffo,Aplahoue,183,71,3.01,0,0,0,Tier3,53.1,41.03,400.16,957.04,833.34,596.28,1538.34,1500.0,Grid,400.16,0.2728
10665,Pam-Pam,Atakora,Natitingou,49,19,4.6,0,0,0,Tier3,14.2,10.99,1360.6,,835.11,2467.53,,1500.0,SHS,835.11,0.178
6774,Location #4565,Collines,Glazoue,219,85,39.01,0,0,0,Tier2,63.5,9.82,15198.34,2293.9,1730.11,4499.24,587.51,400.0,SHS,1730.11,0.1002
14592,Location #8251,Alibori,Kandi,103,40,12.63,0,0,0,Tier2,29.9,4.62,9710.47,2130.87,1395.75,3158.74,600.89,400.0,SHS,1395.75,0.1352
1554,Zoungbonou,Mono,Houeyogbe,296,115,1.45,0,0,0,Tier3,85.9,66.36,230.56,889.21,695.16,318.01,1705.69,1500.0,Grid,230.56,0.3136
5875,Savalou,Collines,Savalou,70,27,35.9,0,0,0,Tier1,20.3,0.95,140192.82,5798.61,2663.69,12576.93,456.51,150.0,SHS,2663.69,0.0989
5835,Dassa-Zoumé,Collines,Dassa-Zoume,193,75,5.37,0,0,0,Tier2,56.0,8.65,2329.54,1881.62,1136.39,871.07,627.67,400.0,SHS,1136.39,0.1497
9428,Gounin,Borgou,N'dali,170,66,19.8,0,0,0,Tier2,49.3,7.62,9260.99,2130.87,1442.84,3011.1,600.89,400.0,SHS,1442.84,0.1271
12468,Takotiéta,Atakora,Boukombe,229,89,26.54,0,0,0,Tier2,66.4,10.27,9217.55,2130.87,1487.07,2996.83,600.89,400.0,SHS,1487.07,0.1194
9461,Nikki,Borgou,Nikki,642,249,42.4,0,0,0,Tier3,186.2,143.93,1298.4,1084.43,1147.15,1793.65,1337.53,1500.0,Mini-grid,1084.43,0.1121
7122,Tchaourou,Borgou,Tchaourou,39,15,21.53,0,0,0,Tier1,11.3,0.53,136694.07,,2102.56,13522.4,,150.0,SHS,2102.56,0.1193
12181,Location #8797,Atakora,Toucountouna,95,37,2.62,0,0,0,Tier3,27.6,21.3,537.77,957.04,832.91,864.39,1538.34,1500.0,Grid,537.77,0.2423
4722,Mlinkpin-Guingnin,Zou,Za-Kpota,157,61,7.16,0,0,0,Tier2,45.5,7.04,3430.95,1881.62,1146.3,1300.26,627.67,400.0,SHS,1146.3,0.1455
2193,Location #11744,Mono,Bopa,64,25,2.32,0,0,0,Tier3,18.6,14.35,646.17,957.04,832.59,1075.59,1538.34,1500.0,Grid,646.17,0.2198
12685,Perma,Atakora,Natitingou,245,95,1.44,0,0,1,Tier3,71.1,54.93,240.86,889.21,695.16,342.02,1705.69,1500.0,Grid,240.86,0.3095
5767,Savalou,Collines,Savalou,180,70,39.07,0,0,0,Tier2,52.2,8.07,18350.16,2293.9,1730.51,5438.1,587.51,400.0,SHS,1730.51,0.0986
5369,Location #16518,Zou,Djidja,34,13,7.78,0,0,0,Tier2,9.9,1.52,14774.98,,1149.73,5720.66,,400.0,SHS,1149.73,0.1397
10756,Kouandé,Atakora,Kouande,49,19,1.41,0,0,0,Tier3,14.2,10.99,478.82,,695.13,896.66,,1500.0,Grid,478.82,0.2541
575,Houéyogbé,Mono,Houeyogbe,103,40,13.77,0,0,0,Tier2,29.9,4.62,10522.88,2130.87,1403.23,3425.6,600.89,400.0,SHS,1403.23,0.1335
900,Azowlissè,Ouémé,Adjohoun,492,191,1.06,0,1,0,Tier3,142.7,110.3,202.19,889.21,694.8,251.89,1705.69,1500.0,Grid,202.19,0.4277
10619,Location #13805,Atakora,Pehunco,52,20,48.58,0,0,0,Tier1,15.1,0.7,253438.33,5798.61,2968.11,22743.2,456.51,150.0,SHS,2968.11,0.0792
9429,Nikki,Borgou,Nikki,62,24,44.74,0,0,0,Tier1,18.0,0.84,196319.41,5798.61,2876.06,17615.53,456.51,150.0,SHS,2876.06,0.0854
